urgency,sku,product_name,category,current_stock,avg_daily_demand,demand_std,safety_stock,reorder_point,projected_stock,days_of_stock,lead_time_days,reorder_flag,reorder_qty,reason
✅ OK,DC-1169,Compact Trekking Poles Adjustable,Outdoor,213,0.67,3.16,12.74,16.74,208.33,319.3,6,0,0.0,"Stock sufficient. 319 days supply remaining. ROP=17, projected=208."
✅ OK,DC-1068,Stainless Steel Salad Bowl Set,Kitchen & Home,256,0.8,3.92,17.04,22.64,250.4,320.0,7,0,0.0,"Stock sufficient. 320 days supply remaining. ROP=23, projected=250."
✅ OK,DC-1024,Magnesium Glycinate 400mg,Health & Supplements,204,0.63,2.59,7.38,9.28,199.57,322.3,3,0,0.0,"Stock sufficient. 322 days supply remaining. ROP=9, projected=200."
✅ OK,DC-1085,Mini Projector Portable 1080P,General,172,0.53,2.83,11.4,14.6,168.27,322.7,6,0,0.0,"Stock sufficient. 323 days supply remaining. ROP=15, projected=168."
✅ OK,DC-1142,Jade Gua Sha Facial Tool Set,Beauty_Health,194,0.57,4.51,16.59,19.42,190.03,342.2,5,0,0.0,"Stock sufficient. 342 days supply remaining. ROP=19, projected=190."
✅ OK,DC-1031,USB Car Charger Fast Charging 65W,Automotive,241,0.7,2.99,9.82,12.62,236.1,344.3,4,0,0.0,"Stock sufficient. 344 days supply remaining. ROP=13, projected=236."
✅ OK,DC-1125,LED Vanity Mirror Lighted 10x,Beauty_Health,230,0.67,1.63,5.37,8.04,225.33,344.8,4,0,0.0,"Stock sufficient. 345 days supply remaining. ROP=8, projected=225."
✅ OK,DC-1112,Mechanical Keyboard Backlit Compact,Electronics,208,0.6,3.42,12.56,15.56,203.8,346.7,5,0,0.0,"Stock sufficient. 347 days supply remaining. ROP=16, projected=204."
✅ OK,DC-1035,Car Phone Mount Magnetic,Automotive,263,0.73,3.0,13.06,18.19,257.87,358.8,7,0,0.0,"Stock sufficient. 359 days supply remaining. ROP=18, projected=258."
✅ OK,DC-1086,RGB LED Strip Lights App Control 5m,General,206,0.57,3.51,14.15,17.55,202.03,363.3,6,0,0.0,"Stock sufficient. 363 days supply remaining. ROP=18, projected=202."
✅ OK,DC-1007,Collagen Peptides Powder 500g,Health & Supplements,206,0.53,1.41,5.7,8.9,202.27,386.5,6,0,0.0,"Stock sufficient. 386 days supply remaining. ROP=9, projected=202."
✅ OK,DC-1090,Foldable Phone Stand Adjustable,General,232,0.6,4.58,13.06,14.86,227.8,386.7,3,0,0.0,"Stock sufficient. 387 days supply remaining. ROP=15, projected=228."
✅ OK,DC-1133,IPL Hair Removal Device Permanent,Beauty_Health,300,0.77,2.99,12.03,16.63,294.63,391.1,6,0,0.0,"Stock sufficient. 391 days supply remaining. ROP=17, projected=295."
✅ OK,DC-1185,Digital Vernier Caliper 150mm LCD,Tools,131,0.33,0.0,0.0,1.33,128.67,393.4,4,0,0.0,"Stock sufficient. 393 days supply remaining. ROP=1, projected=129."
✅ OK,DC-1073,Silicone Baking Mat Non-Stick Set,Kitchen & Home,251,0.63,1.92,7.08,10.24,246.57,396.5,5,0,0.0,"Stock sufficient. 396 days supply remaining. ROP=10, projected=247."
✅ OK,DC-1130,LED Vanity Mirror Lighted 10x,Beauty_Health,227,0.57,3.06,11.24,14.08,223.03,400.4,5,0,0.0,"Stock sufficient. 400 days supply remaining. ROP=14, projected=223."
✅ OK,DC-1135,Nano Ionic Hair Straightener Flat Iron,Beauty_Health,246,0.6,1.52,4.99,7.39,241.8,410.0,4,0,0.0,"Stock sufficient. 410 days supply remaining. ROP=7, projected=242."
✅ OK,DC-1083,RGB LED Strip Lights App Control 5m,General,207,0.5,4.36,14.34,16.34,203.5,414.0,4,0,0.0,"Stock sufficient. 414 days supply remaining. ROP=16, projected=204."
✅ OK,DC-1080,Mini Projector Portable 1080P,General,280,0.67,3.32,9.45,11.45,275.33,419.8,3,0,0.0,"Stock sufficient. 420 days supply remaining. ROP=11, projected=275."
✅ OK,DC-1149,Blackhead Remover Vacuum Pore Cleanser,Beauty_Health,266,0.63,0.71,2.85,6.65,261.57,420.2,6,0,0.0,"Stock sufficient. 420 days supply remaining. ROP=7, projected=262."
✅ OK,DC-1078,Smart LED Bulb Dimmable WiFi,General,172,0.4,2.65,8.7,10.3,169.2,430.0,4,0,0.0,"Stock sufficient. 430 days supply remaining. ROP=10, projected=169."
✅ OK,DC-1088,Mini Projector Portable 1080P,General,309,0.7,5.2,20.94,25.14,304.1,441.4,6,0,0.0,"Stock sufficient. 441 days supply remaining. ROP=25, projected=304."
✅ OK,DC-1114,Webcam HD 1080P Auto Focus,Electronics,135,0.3,3.54,13.0,14.5,132.9,450.0,5,0,0.0,"Stock sufficient. 450 days supply remaining. ROP=14, projected=133."
✅ OK,DC-1009,Omega-3 Fish Oil Softgels,Health & Supplements,302,0.67,3.21,12.95,16.95,297.33,452.8,6,0,0.0,"Stock sufficient. 453 days supply remaining. ROP=17, projected=297."
✅ OK,DC-1014,Probiotic 50 Billion CFU Capsules,Health & Supplements,122,0.27,2.83,8.06,8.86,120.13,456.9,3,0,0.0,"Stock sufficient. 457 days supply remaining. ROP=9, projected=120."
✅ OK,DC-1028,USB Car Charger Fast Charging 65W,Automotive,315,0.67,2.83,8.06,10.06,310.33,472.3,3,0,0.0,"Stock sufficient. 472 days supply remaining. ROP=10, projected=310."
✅ OK,DC-1051,Revolving Spice Rack Organizer 24 Slots,Kitchen & Home,272,0.57,2.63,9.67,12.5,268.03,479.7,5,0,0.0,"Stock sufficient. 480 days supply remaining. ROP=12, projected=268."
✅ OK,DC-1034,USB Car Charger Fast Charging 65W,Automotive,227,0.47,2.31,10.05,13.32,223.73,486.1,7,0,0.0,"Stock sufficient. 486 days supply remaining. ROP=13, projected=224."
✅ OK,DC-1044,Car Seat Back Organizer,Automotive,330,0.67,1.63,4.65,6.65,325.33,494.8,3,0,0.0,"Stock sufficient. 495 days supply remaining. ROP=7, projected=325."
✅ OK,DC-1017,Probiotic 50 Billion CFU Capsules,Health & Supplements,140,0.27,1.41,6.16,8.03,138.13,524.3,7,0,0.0,"Stock sufficient. 524 days supply remaining. ROP=8, projected=138."
✅ OK,DC-1019,Vitamin D3 5000IU Capsules,Health & Supplements,162,0.3,3.54,11.63,12.83,159.9,540.0,4,0,0.0,"Stock sufficient. 540 days supply remaining. ROP=13, projected=160."
✅ OK,DC-1155,Compact Trekking Poles Adjustable,Outdoor,322,0.57,2.89,11.63,15.03,318.03,567.9,6,0,0.0,"Stock sufficient. 568 days supply remaining. ROP=15, projected=318."
✅ OK,DC-1179,Precision Screwdriver Set 56pc Magnetic,Tools,228,0.4,4.36,14.34,15.94,225.2,570.0,4,0,0.0,"Stock sufficient. 570 days supply remaining. ROP=16, projected=225."
✅ OK,DC-1191,Cordless Hot Glue Gun 20W,Tools,190,0.33,1.29,3.68,4.68,187.67,570.6,3,0,0.0,"Stock sufficient. 571 days supply remaining. ROP=5, projected=188."
✅ OK,DC-1092,RGB LED Strip Lights App Control 5m,General,250,0.43,2.52,10.14,12.74,246.97,577.4,6,0,0.0,"Stock sufficient. 577 days supply remaining. ROP=13, projected=247."
✅ OK,DC-1082,RGB LED Strip Lights App Control 5m,General,77,0.13,1.41,6.16,7.09,76.07,578.9,7,0,0.0,"Stock sufficient. 579 days supply remaining. ROP=7, projected=76."
✅ OK,DC-1141,LED Vanity Mirror Lighted 10x,Beauty_Health,293,0.5,0.71,2.6,5.1,289.5,586.0,5,0,0.0,"Stock sufficient. 586 days supply remaining. ROP=5, projected=290."
✅ OK,DC-1018,Zinc Picolinate 50mg Tablets,Health & Supplements,161,0.27,0.82,2.69,3.76,159.13,603.0,4,0,0.0,"Stock sufficient. 603 days supply remaining. ROP=4, projected=159."
✅ OK,DC-1162,Solar Powered Lantern Collapsible,Outdoor,181,0.3,0.71,2.33,3.53,178.9,603.3,4,0,0.0,"Stock sufficient. 603 days supply remaining. ROP=4, projected=179."
✅ OK,DC-1037,Car Dash Cam 1080P HD,Automotive,305,0.5,3.1,12.47,15.47,301.5,610.0,6,0,0.0,"Stock sufficient. 610 days supply remaining. ROP=15, projected=302."
✅ OK,DC-1003,Vitamin D3 5000IU Capsules,Health & Supplements,276,0.43,3.86,15.56,18.16,272.97,637.4,6,0,0.0,"Stock sufficient. 637 days supply remaining. ROP=18, projected=273."
✅ OK,DC-1127,Nano Ionic Hair Straightener Flat Iron,Beauty_Health,301,0.47,2.68,11.68,14.95,297.73,644.5,7,0,0.0,"Stock sufficient. 644 days supply remaining. ROP=15, projected=298."
✅ OK,DC-1036,Car Phone Mount Magnetic,Automotive,159,0.23,0.0,0.0,0.93,157.37,682.4,4,0,0.0,"Stock sufficient. 682 days supply remaining. ROP=1, projected=157."
✅ OK,DC-1054,Bamboo Cutting Board Set 3pcs,Kitchen & Home,277,0.4,1.63,5.37,6.97,274.2,692.5,4,0,0.0,"Stock sufficient. 692 days supply remaining. ROP=7, projected=274."
✅ OK,DC-1106,Mechanical Keyboard Backlit Compact,Electronics,300,0.43,4.95,14.1,15.4,296.97,692.8,3,0,0.0,"Stock sufficient. 693 days supply remaining. ROP=15, projected=297."
✅ OK,DC-1011,Magnesium Glycinate 400mg,Health & Supplements,234,0.33,1.53,4.35,5.35,231.67,702.7,3,0,0.0,"Stock sufficient. 703 days supply remaining. ROP=5, projected=232."
✅ OK,DC-1143,LED Vanity Mirror Lighted 10x,Beauty_Health,312,0.43,1.5,6.53,9.56,308.97,720.6,7,0,0.0,"Stock sufficient. 721 days supply remaining. ROP=10, projected=309."
✅ OK,DC-1095,Wireless Earbuds Noise Cancelling,General,210,0.27,2.83,9.31,10.38,208.13,786.5,4,0,0.0,"Stock sufficient. 786 days supply remaining. ROP=10, projected=208."
✅ OK,DC-1103,USB-C Hub 7-in-1 Multiport Adapter,Electronics,240,0.3,0.71,3.08,5.18,237.9,800.0,7,0,0.0,"Stock sufficient. 800 days supply remaining. ROP=5, projected=238."
✅ OK,DC-1129,Jade Gua Sha Facial Tool Set,Beauty_Health,321,0.4,1.41,5.7,8.1,318.2,802.5,6,0,0.0,"Stock sufficient. 802 days supply remaining. ROP=8, projected=318."
✅ OK,DC-1123,Mechanical Keyboard Backlit Compact,Electronics,326,0.4,3.46,11.4,13.0,323.2,815.0,4,0,0.0,"Stock sufficient. 815 days supply remaining. ROP=13, projected=323."
✅ OK,DC-1116,Wireless Charging Pad 15W Fast,Electronics,262,0.3,4.95,19.94,21.74,259.9,873.3,6,0,0.0,"Stock sufficient. 873 days supply remaining. ROP=22, projected=260."
✅ OK,DC-1060,Bamboo Cutting Board Set 3pcs,Kitchen & Home,177,0.2,0.0,0.0,1.0,175.6,885.0,5,0,0.0,"Stock sufficient. 885 days supply remaining. ROP=1, projected=176."
✅ OK,DC-1119,Mechanical Keyboard Backlit Compact,Electronics,278,0.3,2.5,10.88,12.98,275.9,926.7,7,0,0.0,"Stock sufficient. 927 days supply remaining. ROP=13, projected=276."
✅ OK,DC-1148,LED Vanity Mirror Lighted 10x,Beauty_Health,218,0.23,0.0,0.0,1.63,216.37,935.6,7,0,0.0,"Stock sufficient. 936 days supply remaining. ROP=2, projected=216."
✅ OK,DC-1033,Car Dash Cam 1080P HD,Automotive,283,0.3,0.0,0.0,1.2,280.9,943.3,4,0,0.0,"Stock sufficient. 943 days supply remaining. ROP=1, projected=281."
✅ OK,DC-1057,Electric Kettle 1.7L Cordless Glass,Kitchen & Home,201,0.2,1.41,6.16,7.56,199.6,1005.0,7,0,0.0,"Stock sufficient. 1005 days supply remaining. ROP=8, projected=200."
✅ OK,DC-1150,LED Headlamp Rechargeable 1000LM,Outdoor,270,0.27,0.0,0.0,1.34,268.13,1011.2,5,0,0.0,"Stock sufficient. 1011 days supply remaining. ROP=1, projected=268."
✅ OK,DC-1065,Bamboo Cutting Board Set 3pcs,Kitchen & Home,329,0.3,1.73,5.7,6.9,326.9,1096.7,4,0,0.0,"Stock sufficient. 1097 days supply remaining. ROP=7, projected=327."
✅ OK,DC-1021,Vitamin D3 5000IU Capsules,Health & Supplements,300,0.27,2.08,7.66,9.0,298.13,1123.6,5,0,0.0,"Stock sufficient. 1124 days supply remaining. ROP=9, projected=298."
✅ OK,DC-1062,Vacuum Food Sealer Machine,Kitchen & Home,116,0.1,0.71,2.85,3.45,115.3,1160.0,6,0,0.0,"Stock sufficient. 1160 days supply remaining. ROP=3, projected=115."
✅ OK,DC-1144,IPL Hair Removal Device Permanent,Beauty_Health,323,0.2,0.0,0.0,1.0,321.6,1615.0,5,0,0.0,"Stock sufficient. 1615 days supply remaining. ROP=1, projected=322."
✅ OK,DC-1193,Laser Level Self-Leveling 3-Line,Tools,217,0.13,0.58,2.33,3.13,216.07,1631.6,6,0,0.0,"Stock sufficient. 1632 days supply remaining. ROP=3, projected=216."
